1	0.115189724956652	-0.0363236589247504	0.157546154697453	0.171109317333463	1	NA	NA	NA	1	NA	NA	1	NA	1
1	0	0.0675456737377091	NA	-0.0519936217751571	1	NA	NA	NA	1	NA	NA	1	NA	1
1	-0.228789798156049	-0.216861036202121	0.140419239000006	0.432645781459021	1	-0.0533333333333333	NA	NA	1	NA	NA	1	NA	1
1	NA	NA	NA	0.146374262160901	1	NA	NA	NA	1	NA	NA	1	NA	1
1	-0.0312492370778539	0.0564267477105188	-0.20155286039788	0.284737498098515	1	-0.06455	0.617	-0.0493	1	0.0263	0.53815	1	-0.17425	1
1	-0.151750757868203	-0.0423370785270022	-0.0389328748977483	0.135999137832885	1	NA	NA	NA	1	NA	NA	1	NA	1
1	-0.00272902472646068	-0.0445199951152805	0.0658759366204312	0.138568389828126	1	0.412833333333333	0.3132	0.2467	1	0.294666666666667	0.4718	1	0.4319	1
1	-0.0705386542945628	-0.0202596881673465	0.18083190041114	0.303735251573083	1	0.3932	0.56715	0.190766666666667	1	0.2053	0.4711	1	0.4616	1
1	-0.0960433002937025	0.000754968913259353	-0.00990985388834898	0.169011153747593	1	0.156666666666667	0.466	0.0336666666666667	1	-0.037	0.56	1	0.093	1
1	0.0110773410327981	0.0656091519755406	-0.0400260438732768	0.00296464264789415	1	0.0246817393333333	0.608491927	-0.039581424	1	0.00270338766666667	0.486252516	1	0.17477957125	1
1	NA	NA	NA	0.0951850004727798	1	NA	NA	NA	1	NA	NA	1	NA	1
1	-0.00280280061557312	0.0363527891259399	0.134407241530442	0.135742415751506	1	0.173908777777778	0.588198333333333	0.113766166666667	1	0.178901444444444	0.5975	1	0.2110125	1
1	0.0462276518582799	0.0140402385436458	0.0557575206081852	0.134442237902729	1	0.17355	0.47125	0.16855	1	0.0366	0.4413	1	0.11985	1
1	-0.185991162365069	-0.142653644395472	0.115305498028991	0.0826398057274526	1	0.3665	0.456	0.068	1	-0.124	0.5925	1	-0.003	1
