1	0.113740738288998	0.0866800772465925	0.2645607398755	0.197489690052525	1	0.43965	0.474	0.3917	1	0.4857	0.5976	1	0.63245	1
1	0.0120266064358161	-0.10341768381199	0.499703634495478	0.318761212175122	1	0.272	0.49	0.154	1	0.144	0.406	1	0.472	1
1	-0.0844900751362954	0.0675456737377091	0.109128698590226	-0.0519936217751571	1	NA	NA	NA	1	NA	NA	1	NA	1
1	0.105571031223133	-0.336638881768619	-0.00140494977296246	0.597269653129003	1	NA	NA	NA	1	NA	NA	1	NA	1
1	-0.198827421630154	-0.216861036202121	0.42892133965558	0.432645781459021	1	0.503333333333333	NA	NA	1	NA	NA	1	NA	1
1	NA	NA	0.327836024612283	0.146374262160901	1	NA	NA	NA	1	NA	NA	1	NA	1
1	0.0881861137497435	0.0889743045189996	0.351068250122668	0.578278986512028	1	0.38495	0.5212	0.153266666666667	1	0.24465	0.4777	1	0.479166666666667	1
1	0.0634185307283599	0.0564267477105188	0.246168015655673	0.284737498098515	1	0.3722	0.543366666666667	0.2422	1	0.205166666666667	0.53815	1	0.456016666666667	1
1	-0.10761939351886	-0.0423370785270022	-0.111430919870212	0.135999137832885	1	NA	NA	NA	1	NA	NA	1	NA	1
1	0.0401004478232833	-0.0457892586821283	0.38599101728809	0.479212421791941	1	0.4285	0.7665	0.347333333333333	1	0.366166666666667	0.611666666666667	1	0.583	1
1	-0.148373939414807	0.230102036213291	0.094338043353271	0.13131232813615	1	0.342	0.135	0.258	1	0.046	0.634	1	0.428	1
1	-0.0612346434893912	-0.0445199951152805	0.02653249170335	0.138568389828126	1	0.436333333333333	0.52865	0.360266666666667	1	0.2099	0.4718	1	0.396375	1
1	-0.0274463383538471	-0.195902034660016	0.294697195524931	0.291782962169474	1	0.672	0.3919388245	0.1937780265	1	0.30538546	0.39	1	-0.032387548	1
1	0.0832084762166511	-0.0381809660723007	0.258839298443616	0.121903440610697	1	NA	NA	NA	1	NA	NA	1	NA	1
1	-0.0939051005023143	-0.0202596881673465	0.16610147939201	0.303735251573083	1	0.547125	0.566175	0.35495	1	0.314725	0.4711	1	0.5689	1
1	-0.00998092238190535	0.0822123562287763	0.0381704151773585	0.120540993600343	1	0.521875	0.65225	0.45625	1	0.385975	0.669	1	0.54725	1
1	-0.0301767420998164	-0.040903359880579	0.0542349573899184	-0.0111156042596792	1	NA	NA	NA	1	NA	NA	1	NA	1
1	-0.353429002706478	0.000754968913259353	-0.0570486522328145	0.169011153747593	1	0.662	0.537	0.425	1	0.465	0.56	1	0.68	1
1	0.113972874219541	0.0656091519755406	0.0485157874484569	0.00296464264789415	1	0.352474859791667	0.583420156375	0.201860986	1	0.251284209125	0.486252516	1	0.36210839865625	1
1	0.222370998295076	0.0826875600131053	0.0855801100046416	0.0495584799347786	1	0.237070623	0.478	0.1707140422	1	0.05882373	0.5188	1	0.2380264436	1
1	NA	0.0228143125789482	NA	0.141247881277685	1	NA	NA	NA	1	NA	0.5519	1	NA	1
1	-0.00239833457780942	0.0178682298023367	0.0850839308744751	0.107912243684583	1	0.633333333333333	0.57	0.402	1	0.325333333333333	0.580333333333333	1	0.578333333333333	1
1	0.0322269000392338	0.00343274003348599	0.178717083025828	0.404112471246736	1	0.5106478825	0.46409174	0.32682817625	1	0.30326750825	0.546	1	0.47275	1
1	0.0316413002774234	0.0510332879657109	0.108973640797406	0.1068579245395	1	NA	0.62	NA	1	NA	NA	1	NA	1
1	0.0646700301740323	0.0524786524935842	0.105225356874544	0.0417212815702253	1	0.62	NA	NA	1	NA	NA	1	NA	1
1	0.0341781099050869	0.0363527891259399	0.217719440503747	0.135742415751506	1	0.330358	0.567	0.187497666666667	1	0.211464777777778	0.5975	1	0.28716	1
1	0.0402969902725461	0.0140402385436458	0.0838653716823309	0.134442237902729	1	0.3045	0.5314	0.3695	1	0.0703	0.4413	1	0.2011	1
1	0.0693460186138225	-0.102700684550819	0.0973316103251084	0	1	0.3578	0.4271	0.2647	1	0.0931	0.2603	1	0.1674	1

